Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_size,Sample Name,Source_material_ID,SRA Study
SRR5369069,AMPLICON,600,6410400,PRJNA379981,SAMN06627977,Metagenome or environmental,4829456,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664370,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1139416 N 155.8736713 W,4_43_FUN332,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_43_FUN332,Sample332,SRP102378
SRR5369070,AMPLICON,600,8842800,PRJNA379981,SAMN06627976,Metagenome or environmental,6661129,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664371,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1176022 N 155.8711959 W,4_42_FUN331,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_42_FUN331,Sample331,SRP102378
SRR5369071,AMPLICON,600,42980400,PRJNA379981,SAMN06627975,Metagenome or environmental,32839294,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664372,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1189872 N 155.8693001 W,4_41B_FUN330,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_41B_FUN330,Sample330,SRP102378
SRR5369072,AMPLICON,600,40510800,PRJNA379981,SAMN06627974,Metagenome or environmental,30974230,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664373,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1189872 N 155.8693001 W,4_41A_FUN329,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_41A_FUN329,Sample329,SRP102378
SRR5369073,AMPLICON,600,51470400,PRJNA379981,SAMN06627973,Metagenome or environmental,38920770,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664374,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1189872 N 155.8693001 W,4_41S_FUN328,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_41S_FUN328,Sample328,SRP102378
SRR5369074,AMPLICON,600,29359200,PRJNA379981,SAMN06627972,Metagenome or environmental,22479477,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664375,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1189872 N 155.8693001 W,4_41_FUN327,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_41_FUN327,Sample327,SRP102378
SRR5369075,AMPLICON,600,13288200,PRJNA379981,SAMN06627971,Metagenome or environmental,10099383,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664376,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1207264 N 155.8678312 W,4_40_FUN326,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_40_FUN326,Sample326,SRP102378
SRR5369076,AMPLICON,600,51898200,PRJNA379981,SAMN06627970,Metagenome or environmental,39068143,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664377,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1228257 N 155.8658719 W,4_39S_FUN325,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_39S_FUN325,Sample325,SRP102378
SRR5369077,AMPLICON,600,54286800,PRJNA379981,SAMN06627969,Metagenome or environmental,41589345,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664378,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1228257 N 155.8658719 W,4_39_FUN324,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_39_FUN324,Sample324,SRP102378
SRR5369078,AMPLICON,600,11598000,PRJNA379981,SAMN06627968,Metagenome or environmental,8722343,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664379,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1246901 N 155.8639178 W,4_38_FUN323,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_38_FUN323,Sample323,SRP102378
SRR5369079,AMPLICON,600,43273200,PRJNA379981,SAMN06627967,Metagenome or environmental,32356472,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664380,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1265913 N 155.8619261 W,4_37S_FUN322,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_37S_FUN322,Sample322,SRP102378
SRR5369080,AMPLICON,600,47604600,PRJNA379981,SAMN06627966,Metagenome or environmental,36403885,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664381,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1265913 N 155.8619261 W,4_37_FUN321,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_37_FUN321,Sample321,SRP102378
SRR5369081,AMPLICON,600,15163800,PRJNA379981,SAMN06627965,Metagenome or environmental,11662617,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664382,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1294363 N 155.8596266 W,4_36B_FUN320,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_36B_FUN320,Sample320,SRP102378
SRR5369082,AMPLICON,600,21694200,PRJNA379981,SAMN06627964,Metagenome or environmental,16551214,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664383,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1294363 N 155.8596266 W,4_36A_FUN319,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_36A_FUN319,Sample319,SRP102378
SRR5369083,AMPLICON,600,34045800,PRJNA379981,SAMN06627963,Metagenome or environmental,26134330,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664384,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1294363 N 155.8596266 W,4_36_FUN318,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_36_FUN318,Sample318,SRP102378
SRR5369084,AMPLICON,600,32200200,PRJNA379981,SAMN06627962,Metagenome or environmental,24417852,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664385,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1308516 N 155.8575303 W,4_35_FUN317,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_35_FUN317,Sample317,SRP102378
SRR5369085,AMPLICON,600,28474200,PRJNA379981,SAMN06627961,Metagenome or environmental,22072108,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664386,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1326371 N 155.8559856 W,4_34_FUN316,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_34_FUN316,Sample316,SRP102378
SRR5369086,AMPLICON,600,47538600,PRJNA379981,SAMN06627960,Metagenome or environmental,35579205,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664387,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1342108 N 155.8541407 W,4_33S_FUN315,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_33S_FUN315,Sample315,SRP102378
SRR5369087,AMPLICON,600,27052800,PRJNA379981,SAMN06627959,Metagenome or environmental,20382471,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664388,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1342108 N 155.8541407 W,4_33_FUN314,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_33_FUN314,Sample314,SRP102378
SRR5369088,AMPLICON,600,87169800,PRJNA379981,SAMN06627958,Metagenome or environmental,66346016,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664389,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1367965 N 155.8522377 W,4_32S_FUN313,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_32S_FUN313,Sample313,SRP102378
SRR5369089,AMPLICON,600,16078200,PRJNA379981,SAMN06627957,Metagenome or environmental,12224753,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664390,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1367965 N 155.8522377 W,4_32_FUN312,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_32_FUN312,Sample312,SRP102378
SRR5369090,AMPLICON,600,32644800,PRJNA379981,SAMN06627956,Metagenome or environmental,25101283,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664391,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1389061 N 155.8507466 W,4_31B_FUN311,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_31B_FUN311,Sample311,SRP102378
SRR5369091,AMPLICON,600,19967400,PRJNA379981,SAMN06627955,Metagenome or environmental,15053098,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664392,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_EC3_FUN310,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_EC3_FUN310,Sample310,SRP102378
SRR5369092,AMPLICON,600,59098200,PRJNA379981,SAMN06627954,Metagenome or environmental,44714090,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664393,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1389061 N 155.8507466 W,4_31A_FUN309,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_31A_FUN309,Sample309,SRP102378
SRR5369093,AMPLICON,600,36035400,PRJNA379981,SAMN06627953,Metagenome or environmental,27166728,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664394,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1389061 N 155.8507466 W,4_31_FUN308,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_31_FUN308,Sample308,SRP102378
SRR5369094,AMPLICON,600,17767200,PRJNA379981,SAMN06627952,Metagenome or environmental,13437240,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664395,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1407182 N 155.8492309 W,4_30_FUN307,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_30_FUN307,Sample307,SRP102378
SRR5369095,AMPLICON,600,18785400,PRJNA379981,SAMN06627951,Metagenome or environmental,14333869,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664396,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1429576 N 155.8475317 W,4_29_FUN306,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_29_FUN306,Sample306,SRP102378
SRR5369096,AMPLICON,600,39932400,PRJNA379981,SAMN06627949,Metagenome or environmental,30259132,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664397,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1443198 N 155.8425664 W,4_27_FUN304,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_27_FUN304,Sample304,SRP102378
SRR5369097,AMPLICON,600,48498600,PRJNA379981,SAMN06627948,Metagenome or environmental,36714751,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664398,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1455906 N 155.8399032 W,4_26B_FUN303,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_26B_FUN303,Sample303,SRP102378
SRR5369098,AMPLICON,600,11321400,PRJNA379981,SAMN06627947,Metagenome or environmental,8605085,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664399,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1455906 N 155.8399032 W,4_26A_FUN302,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_26A_FUN302,Sample302,SRP102378
SRR5369099,AMPLICON,600,22290600,PRJNA379981,SAMN06627946,Metagenome or environmental,17254103,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664400,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1455906 N 155.8399032 W,4_26_FUN301,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_26_FUN301,Sample301,SRP102378
SRR5369100,AMPLICON,600,5935800,PRJNA379981,SAMN06627945,Metagenome or environmental,4502865,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664401,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.146422 N 155.8370503 W,4_25_FUN300,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_25_FUN300,Sample300,SRP102378
SRR5369101,AMPLICON,600,20160000,PRJNA379981,SAMN06627944,Metagenome or environmental,15187628,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664402,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1470354 N 155.8342795 W,4_24_FUN299,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_24_FUN299,Sample299,SRP102378
SRR5369102,AMPLICON,600,18497400,PRJNA379981,SAMN06627943,Metagenome or environmental,14201054,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664403,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1479032 N 155.8314082 W,4_23_FUN298,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_23_FUN298,Sample298,SRP102378
SRR5369103,AMPLICON,600,14745000,PRJNA379981,SAMN06627942,Metagenome or environmental,11141333,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664404,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.148086 N 155.8290215 W,4_22_FUN297,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_22_FUN297,Sample297,SRP102378
SRR5369104,AMPLICON,600,30675600,PRJNA379981,SAMN06627941,Metagenome or environmental,23200028,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664405,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,4_21B_FUN296,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_21B_FUN296,Sample296,SRP102378
SRR5369105,AMPLICON,600,31474800,PRJNA379981,SAMN06627940,Metagenome or environmental,23727694,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664406,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,4_21A_FUN295,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_21A_FUN295,Sample295,SRP102378
SRR5369106,AMPLICON,600,44826600,PRJNA379981,SAMN06627939,Metagenome or environmental,34101300,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664407,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,4_21S_FUN294,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_21S_FUN294,Sample294,SRP102378
SRR5369107,AMPLICON,600,30779400,PRJNA379981,SAMN06627938,Metagenome or environmental,23207399,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664408,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,4_21_FUN293,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_21_FUN293,Sample293,SRP102378
SRR5369108,AMPLICON,600,31121400,PRJNA379981,SAMN06627937,Metagenome or environmental,23547720,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664409,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151139 N 155.8233119 W,4_20_FUN292,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_20_FUN292,Sample292,SRP102378
SRR5369109,AMPLICON,600,33030600,PRJNA379981,SAMN06627936,Metagenome or environmental,24763153,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664410,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1514988 N 155.8205746 W,4_19_FUN291,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_19_FUN291,Sample291,SRP102378
SRR5369110,AMPLICON,600,33663600,PRJNA379981,SAMN06627935,Metagenome or environmental,25735436,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664411,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1526044 N 155.817497 W,4_18_FUN290,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_18_FUN290,Sample290,SRP102378
SRR5369111,AMPLICON,600,50539800,PRJNA379981,SAMN06627934,Metagenome or environmental,38052006,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664412,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1531184 N 155.8147147 W,4_17_FUN289,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_17_FUN289,Sample289,SRP102378
SRR5369112,AMPLICON,600,37164000,PRJNA379981,SAMN06627933,Metagenome or environmental,27720278,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664413,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1536588 N 155.811971 W,4_16B_FUN288,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_16B_FUN288,Sample288,SRP102378
SRR5369113,AMPLICON,600,42803400,PRJNA379981,SAMN06627932,Metagenome or environmental,32535193,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664414,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1536588 N 155.811971 W,4_16A_FUN287,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_16A_FUN287,Sample287,SRP102378
SRR5369114,AMPLICON,600,46737000,PRJNA379981,SAMN06627931,Metagenome or environmental,35104720,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664415,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1536588 N 155.811971 W,4_16_FUN286,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_16_FUN286,Sample286,SRP102378
SRR5369115,AMPLICON,600,43054200,PRJNA379981,SAMN06627930,Metagenome or environmental,31838304,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664416,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1538764 N 155.8073956 W,4_15S_FUN285,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_15S_FUN285,Sample285,SRP102378
SRR5369116,AMPLICON,600,46578600,PRJNA379981,SAMN06627929,Metagenome or environmental,35011639,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664417,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1538764 N 155.8073956 W,4_15_FUN284,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_15_FUN284,Sample284,SRP102378
SRR5369117,AMPLICON,600,55672800,PRJNA379981,SAMN06627928,Metagenome or environmental,41857963,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664418,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1542733 N 155.8040183 W,4_14S_FUN283,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_14S_FUN283,Sample283,SRP102378
SRR5369118,AMPLICON,600,40718400,PRJNA379981,SAMN06627927,Metagenome or environmental,30710730,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664419,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1542733 N 155.8040183 W,4_14_FUN282,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_14_FUN282,Sample282,SRP102378
SRR5369119,AMPLICON,600,3491400,PRJNA379981,SAMN06627926,Metagenome or environmental,2675545,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664420,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_EC1_FUN281,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_EC1_FUN281,Sample281,SRP102378
SRR5369120,AMPLICON,600,48909000,PRJNA379981,SAMN06627925,Metagenome or environmental,36624267,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664421,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1551911 N 155.7996752 W,4_13_FUN280,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_13_FUN280,Sample280,SRP102378
SRR5369121,AMPLICON,600,45888600,PRJNA379981,SAMN06627924,Metagenome or environmental,34949893,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664422,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1542168 N 155.7967897 W,4_12_FUN279,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_12_FUN279,Sample279,SRP102378
SRR5369122,AMPLICON,600,51878400,PRJNA379981,SAMN06627923,Metagenome or environmental,39000753,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664423,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,4_11B_FUN278,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_11B_FUN278,Sample278,SRP102378
SRR5369123,AMPLICON,600,58155000,PRJNA379981,SAMN06627922,Metagenome or environmental,44106816,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664424,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,4_11A_FUN277,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_11A_FUN277,Sample277,SRP102378
SRR5369124,AMPLICON,600,71341800,PRJNA379981,SAMN06627921,Metagenome or environmental,53881631,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664425,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,4_11S_FUN276,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_11S_FUN276,Sample276,SRP102378
SRR5369125,AMPLICON,600,53023200,PRJNA379981,SAMN06627920,Metagenome or environmental,39983507,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664426,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,4_11_FUN275,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_11_FUN275,Sample275,SRP102378
SRR5369126,AMPLICON,600,37845000,PRJNA379981,SAMN06627919,Metagenome or environmental,28812083,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664427,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1483812 N 155.7873264 W,4_10_FUN274,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_10_FUN274,Sample274,SRP102378
SRR5369127,AMPLICON,600,49741800,PRJNA379981,SAMN06627918,Metagenome or environmental,38169243,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664428,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1466804 N 155.7824111 W,4_9_FUN273,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_9_FUN273,Sample273,SRP102378
SRR5369128,AMPLICON,600,58266000,PRJNA379981,SAMN06627917,Metagenome or environmental,44034105,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664429,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1456788 N 155.7778046 W,4_8_FUN272,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_8_FUN272,Sample272,SRP102378
SRR5369129,AMPLICON,600,35359800,PRJNA379981,SAMN06627916,Metagenome or environmental,26820059,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664430,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1441914 N 155.7725012 W,4_7_FUN271,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_7_FUN271,Sample271,SRP102378
SRR5369130,AMPLICON,600,57657000,PRJNA379981,SAMN06627915,Metagenome or environmental,43498273,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664431,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1423334 N 155.7672201 W,4_6B_FUN270,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_6B_FUN270,Sample270,SRP102378
SRR5369131,AMPLICON,600,41842800,PRJNA379981,SAMN06627914,Metagenome or environmental,31937481,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664432,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1423334 N 155.7672201 W,4_6A_FUN269,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_6A_FUN269,Sample269,SRP102378
